Empresa;Abertura;Mês;Segmento
XCEL ENERGY;605,45;10;BDR
XCEL ENERGY;200,6;11;BDR
XCEL ENERGY;1352,26;12;BDR
XEROX CORP;542,92;10;BDR
XEROX CORP;216,95;11;BDR
XEROX CORP;354,24;12;BDR
XILINX INC;2365,75;10;BDR
XILINX INC;1451,15;11;BDR
XILINX INC;1132,98;12;BDR
XYLEM INC;764,67;12;BDR
YDUQ;89,42;10;Educação
YDUQ;585,11;11;Educação
YDUQ;1160,66;12;Educação
YDUQ  FM;136,48;10;Educação
YDUQ  FM;240,49;11;Educação
YDUQ  FM;244,63;12;Educação
YDUQE;1120,34;10;Educação
YDUQE;956,31;11;Educação
YDUQE;544,19;12;Educação
YDUQE  FM;215,36;10;Educação
YDUQE  FM;151,04;11;Educação
YDUQE  FM;224,25;12;Educação
YDUQS PART;2240,12;10;Diversos
YDUQS PART;2449,65;11;Diversos
YDUQS PART;3487,98;12;Diversos
YUM BRANDS;817,97;10;BDR
YUM BRANDS;557,49;11;BDR
YUM BRANDS;552,57;12;BDR
ZEBRA TECHNO;274,26;10;BDR
ZEBRA TECHNO;259,15;11;BDR
ZEBRA TECHNO;452,6;12;BDR
ZIMMER BIOME;205,13;10;BDR
ZIMMER BIOME;411,11;11;BDR
ZIONSBANCORP;356,55;10;BDR
ZIONSBANCORP;384,9;11;BDR
ZIONSBANCORP;439,32;12;BDR
ZOETIS INC;3196,2;10;BDR
ZOETIS INC;3415,7;11;BDR
ZOETIS INC;1033,66;12;BDR
ZOOM VIDEO;1600,78;10;Tecnologia
ZOOM VIDEO;1913,06;11;Tecnologia
ZOOM VIDEO;1657,09;12;Tecnologia
ZTO EXPRESS;296,73;10;BDR
ZTO EXPRESS;461,57;11;BDR
ZTO EXPRESS;651,52;12;BDR
